97300 100.00 705 50000 M0_2_50000_blastdb_BL60006.dna.00000001.out 3471549 3422254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3259485 3259455 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 96.00 4197180 4197206 M0_2_50000_blastdb_BL60006.dna.04150001.out 3242945 3242919 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 96.00 4192963 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 2985610 2985584 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 2508073 2508103 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 92.00 4193002 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 844609 844573 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 96.00 4192963 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 714050 714024 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 706848 706818 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 93.00 4193004 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 4262916 4262887 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4193001 4193034 M0_2_50000_blastdb_BL60006.dna.04150001.out 4206292 4206259 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 4009391 4009424 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3946307 3946340 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3729785 3729818 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 96.00 4192963 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3672127 3672102 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3417679 3417712 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 93.00 4192958 4192987 M0_2_50000_blastdb_BL60006.dna.04150001.out 3245782 3245811 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 83.00 4190010 4190075 M0_2_50000_blastdb_BL60006.dna.04150001.out 2503768 2503703 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 96.00 4192963 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 2327618 2327643 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 1764720 1764753 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 96.00 4184453 4184478 M0_2_50000_blastdb_BL60006.dna.04150001.out 640277 640302 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 91.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 551116 551083 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 89.00 4192958 4192995 M0_2_50000_blastdb_BL60006.dna.04150001.out 539785 539748 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 93.00 4192959 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 209266 209295 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
44 96.00 4192963 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 130385 130410 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 93.00 4188549 4188577 M0_2_50000_blastdb_BL60006.dna.04150001.out 4789225 4789197 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 91.00 4193002 4193034 M0_2_50000_blastdb_BL60006.dna.04150001.out 4783169 4783201 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 91.00 4193002 4193034 M0_2_50000_blastdb_BL60006.dna.04150001.out 3980204 3980236 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 97.00 4196528 4196555 M0_2_50000_blastdb_BL60006.dna.04150001.out 3609811 3609839 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 91.00 4157612 4157644 M0_2_50000_blastdb_BL60006.dna.04150001.out 1870733 1870765 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 85.00 4184443 4184495 M0_2_50000_blastdb_BL60006.dna.04150001.out 1258914 1258862 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 96.00 4188553 4188577 M0_2_50000_blastdb_BL60006.dna.04150001.out 870081 870105 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 93.00 4192956 4192984 M0_2_50000_blastdb_BL60006.dna.04150001.out 711212 711184 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 93.00 4192958 4192986 M0_2_50000_blastdb_BL60006.dna.04150001.out 465799 465771 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
42 96.00 4192958 4192982 M0_2_50000_blastdb_BL60006.dna.04150001.out 139558 139534 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 93.00 4175757 4175784 M0_2_50000_blastdb_BL60006.dna.04150001.out 4777453 4777480 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4192958 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 4366781 4366750 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 4189077 4189100 M0_2_50000_blastdb_BL60006.dna.04150001.out 4116748 4116771 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 83.00 4190010 4190073 M0_2_50000_blastdb_BL60006.dna.04150001.out 4033124 4033187 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4192957 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4032961 4032930 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 4192963 4192986 M0_2_50000_blastdb_BL60006.dna.04150001.out 3842901 3842878 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 3743651 3743682 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 3594650 3594681 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 4189955 4189978 M0_2_50000_blastdb_BL60006.dna.04150001.out 3417467 3417444 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 89.00 4193002 4193036 M0_2_50000_blastdb_BL60006.dna.04150001.out 3080981 3080944 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 4184453 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3050874 3050897 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 2711954 2711985 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 86.00 4189946 4190000 M0_2_50000_blastdb_BL60006.dna.04150001.out 2549587 2549532 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 83.00 4190010 4190073 M0_2_50000_blastdb_BL60006.dna.04150001.out 2549443 2549380 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 4192958 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 873646 873615 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 100.00 4196765 4196784 M0_2_50000_blastdb_BL60006.dna.04150001.out 627620 627639 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 83.00 4190010 4190073 M0_2_50000_blastdb_BL60006.dna.04150001.out 360906 360969 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 100.00 4187919 4187938 M0_2_50000_blastdb_BL60006.dna.04150001.out 256078 256059 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4179797 4179823 M0_2_50000_blastdb_BL60006.dna.04150001.out 4770545 4770519 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4152415 4152433 M0_2_50000_blastdb_BL60006.dna.04150001.out 4557123 4557141 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4192958 4192980 M0_2_50000_blastdb_BL60006.dna.04150001.out 4390438 4390416 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4196530 4196555 M0_2_50000_blastdb_BL60006.dna.04150001.out 4390438 4390412 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 4259055 4259077 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 90.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3790977 3790947 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 3747506 3747484 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 3598505 3598483 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 3556289 3556267 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 3421878 3421856 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4192958 4192984 M0_2_50000_blastdb_BL60006.dna.04150001.out 3209636 3209610 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4187915 4187937 M0_2_50000_blastdb_BL60006.dna.04150001.out 2827002 2827024 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 84.00 4189961 4190011 M0_2_50000_blastdb_BL60006.dna.04150001.out 2733025 2732975 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 2715977 2715955 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4181674 4181696 M0_2_50000_blastdb_BL60006.dna.04150001.out 2538689 2538711 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 89.00 4193002 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 2406433 2406397 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4169218 4169240 M0_2_50000_blastdb_BL60006.dna.04150001.out 1041151 1041129 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4184447 4184473 M0_2_50000_blastdb_BL60006.dna.04150001.out 776187 776213 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 90.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 709425 709455 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4150322 4150344 M0_2_50000_blastdb_BL60006.dna.04150001.out 289042 289064 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 4192959 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4354425 4354454 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4188762 4188779 M0_2_50000_blastdb_BL60006.dna.04150001.out 4043266 4043283 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4179692 4179709 M0_2_50000_blastdb_BL60006.dna.04150001.out 3727776 3727793 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4177351 4177368 M0_2_50000_blastdb_BL60006.dna.04150001.out 3727621 3727638 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4193002 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 3655221 3655254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4153203 4153220 M0_2_50000_blastdb_BL60006.dna.04150001.out 3620075 3620058 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 4192963 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3608383 3608408 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4193002 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 3362578 3362545 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4161052 4161069 M0_2_50000_blastdb_BL60006.dna.04150001.out 3271935 3271952 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4161052 4161069 M0_2_50000_blastdb_BL60006.dna.04150001.out 3271827 3271844 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4193000 4193017 M0_2_50000_blastdb_BL60006.dna.04150001.out 3209664 3209647 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4192957 4192990 M0_2_50000_blastdb_BL60006.dna.04150001.out 3104604 3104571 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4193018 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 3089036 3089019 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4156975 4156992 M0_2_50000_blastdb_BL60006.dna.04150001.out 3087825 3087808 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4164702 4164719 M0_2_50000_blastdb_BL60006.dna.04150001.out 3061758 3061775 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4196538 4196555 M0_2_50000_blastdb_BL60006.dna.04150001.out 2985606 2985589 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4152722 4152739 M0_2_50000_blastdb_BL60006.dna.04150001.out 2790841 2790824 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 4179597 4179622 M0_2_50000_blastdb_BL60006.dna.04150001.out 2692408 2692433 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4177119 4177140 M0_2_50000_blastdb_BL60006.dna.04150001.out 2423980 2424001 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4193014 4193035 M0_2_50000_blastdb_BL60006.dna.04150001.out 2327672 2327693 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4189267 4189284 M0_2_50000_blastdb_BL60006.dna.04150001.out 2061002 2060985 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4189571 4189588 M0_2_50000_blastdb_BL60006.dna.04150001.out 1992478 1992495 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 1965828 1965861 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4152453 4152474 M0_2_50000_blastdb_BL60006.dna.04150001.out 1380472 1380493 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4157054 4157071 M0_2_50000_blastdb_BL60006.dna.04150001.out 1368173 1368156 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4189767 4189784 M0_2_50000_blastdb_BL60006.dna.04150001.out 847908 847891 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4196772 4196789 M0_2_50000_blastdb_BL60006.dna.04150001.out 526123 526106 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4195746 4195763 M0_2_50000_blastdb_BL60006.dna.04150001.out 520001 519984 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 4189986 4190011 M0_2_50000_blastdb_BL60006.dna.04150001.out 452857 452882 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4189941 4189958 M0_2_50000_blastdb_BL60006.dna.04150001.out 360974 360957 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
