26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
149 96.00 2254186 2254276 2_50000_blastdb_BX571856.fas.02250001.out 2591108 2591198 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
147 92.00 2259256 2259361 2_50000_blastdb_BX571856.fas.02250001.out 908498 908603 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
137 89.00 2259004 2259140 2_50000_blastdb_BX571856.fas.02250001.out 817703 817571 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
131 88.00 2258967 2259111 2_50000_blastdb_BX571856.fas.02250001.out 1167137 1167278 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
127 91.00 2259033 2259140 2_50000_blastdb_BX571856.fas.02250001.out 1658476 1658582 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
125 100.00 2259078 2259140 2_50000_blastdb_BX571856.fas.02250001.out 771252 771314 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
121 100.00 2259303 2259363 2_50000_blastdb_BX571856.fas.02250001.out 1255060 1255120 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
119 97.00 2259255 2259322 2_50000_blastdb_BX571856.fas.02250001.out 2590993 2590926 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
117 96.00 2259180 2259253 2_50000_blastdb_BX571856.fas.02250001.out 1821362 1821436 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
115 91.00 2259145 2259241 2_50000_blastdb_BX571856.fas.02250001.out 1981456 1981359 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
115 91.00 2254188 2254284 2_50000_blastdb_BX571856.fas.02250001.out 1981359 1981456 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
115 95.00 2259288 2259361 2_50000_blastdb_BX571856.fas.02250001.out 165575 165648 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
113 95.00 2259288 2259360 2_50000_blastdb_BX571856.fas.02250001.out 1643912 1643840 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
111 97.00 2258967 2259030 2_50000_blastdb_BX571856.fas.02250001.out 2351026 2351089 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
109 91.00 2259007 2259103 2_50000_blastdb_BX571856.fas.02250001.out 2756340 2756248 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
109 100.00 2259308 2259362 2_50000_blastdb_BX571856.fas.02250001.out 2519388 2519442 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
109 97.00 2259078 2259140 2_50000_blastdb_BX571856.fas.02250001.out 2085250 2085188 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
109 98.00 2259304 2259362 2_50000_blastdb_BX571856.fas.02250001.out 1971900 1971842 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
107 100.00 2259308 2259361 2_50000_blastdb_BX571856.fas.02250001.out 2155884 2155831 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
107 89.00 2254186 2254283 2_50000_blastdb_BX571856.fas.02250001.out 1509163 1509066 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
107 89.00 2259146 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1509066 1509163 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
107 90.00 2259030 2259129 2_50000_blastdb_BX571856.fas.02250001.out 780760 780861 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
107 100.00 2259308 2259361 2_50000_blastdb_BX571856.fas.02250001.out 770310 770363 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
105 98.00 2259303 2259363 2_50000_blastdb_BX571856.fas.02250001.out 2756213 2756154 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
105 86.00 2258973 2259089 2_50000_blastdb_BX571856.fas.02250001.out 1678323 1678207 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
105 89.00 2259007 2259110 2_50000_blastdb_BX571856.fas.02250001.out 1379343 1379447 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
103 88.00 2259007 2259110 2_50000_blastdb_BX571856.fas.02250001.out 2350951 2351053 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
103 93.00 2258975 2259046 2_50000_blastdb_BX571856.fas.02250001.out 1972006 1971935 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
103 95.00 2259030 2259093 2_50000_blastdb_BX571856.fas.02250001.out 1255009 1255072 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
103 97.00 2259030 2259089 2_50000_blastdb_BX571856.fas.02250001.out 288922 288981 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
101 93.00 2258974 2259044 2_50000_blastdb_BX571856.fas.02250001.out 1972066 1971996 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
101 97.00 2259078 2259140 2_50000_blastdb_BX571856.fas.02250001.out 812254 812193 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
99 88.00 2254186 2254283 2_50000_blastdb_BX571856.fas.02250001.out 2350918 2350821 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
99 88.00 2259146 2259243 2_50000_blastdb_BX571856.fas.02250001.out 2350821 2350918 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
99 100.00 2259091 2259140 2_50000_blastdb_BX571856.fas.02250001.out 2160682 2160731 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
99 97.00 2258973 2259030 2_50000_blastdb_BX571856.fas.02250001.out 654303 654360 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
99 97.00 2258973 2259030 2_50000_blastdb_BX571856.fas.02250001.out 140231 140288 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
97 89.00 2258938 2259030 2_50000_blastdb_BX571856.fas.02250001.out 2085330 2085239 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
97 98.00 2259308 2259360 2_50000_blastdb_BX571856.fas.02250001.out 1856514 1856462 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
97 88.00 2259007 2259110 2_50000_blastdb_BX571856.fas.02250001.out 1469316 1469212 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
97 94.00 2259033 2259101 2_50000_blastdb_BX571856.fas.02250001.out 824938 824871 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
97 90.00 2258959 2259044 2_50000_blastdb_BX571856.fas.02250001.out 771133 771218 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 94.00 2259030 2259093 2_50000_blastdb_BX571856.fas.02250001.out 2756264 2756201 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 94.00 2258967 2259030 2_50000_blastdb_BX571856.fas.02250001.out 2591000 2590937 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 93.00 2259255 2259322 2_50000_blastdb_BX571856.fas.02250001.out 2351033 2351100 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 88.00 2259007 2259110 2_50000_blastdb_BX571856.fas.02250001.out 1970573 1970471 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 96.00 2258975 2259030 2_50000_blastdb_BX571856.fas.02250001.out 1469231 1469176 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 96.00 2258975 2259030 2_50000_blastdb_BX571856.fas.02250001.out 1379428 1379483 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
95 93.00 2259030 2259101 2_50000_blastdb_BX571856.fas.02250001.out 288866 288936 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
93 95.00 2259255 2259313 2_50000_blastdb_BX571856.fas.02250001.out 1972066 1972008 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
93 91.00 2259030 2259108 2_50000_blastdb_BX571856.fas.02250001.out 1171163 1171240 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
93 96.00 2254123 2254177 2_50000_blastdb_BX571856.fas.02250001.out 908604 908550 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 92.00 2259030 2259103 2_50000_blastdb_BX571856.fas.02250001.out 2316789 2316717 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 95.00 2259256 2259313 2_50000_blastdb_BX571856.fas.02250001.out 1972006 1971949 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 96.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1379533 1379480 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 96.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1255118 1255065 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 96.00 2259303 2259356 2_50000_blastdb_BX571856.fas.02250001.out 824834 824781 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 87.00 2259146 2259243 2_50000_blastdb_BX571856.fas.02250001.out 817888 817791 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 87.00 2254186 2254283 2_50000_blastdb_BX571856.fas.02250001.out 817791 817888 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 95.00 2258973 2259030 2_50000_blastdb_BX571856.fas.02250001.out 406619 406676 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 93.00 2259033 2259101 2_50000_blastdb_BX571856.fas.02250001.out 273715 273646 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 89.00 2254200 2254281 2_50000_blastdb_BX571856.fas.02250001.out 126047 125966 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
91 89.00 2259148 2259229 2_50000_blastdb_BX571856.fas.02250001.out 125966 126047 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 96.00 2259308 2259360 2_50000_blastdb_BX571856.fas.02250001.out 1821435 1821487 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 91.00 2259033 2259108 2_50000_blastdb_BX571856.fas.02250001.out 1644002 1643926 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 96.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 859600 859652 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 93.00 2259030 2259090 2_50000_blastdb_BX571856.fas.02250001.out 824885 824825 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 89.00 2259360 2259440 2_50000_blastdb_BX571856.fas.02250001.out 812174 812094 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 96.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 406725 406673 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
89 95.00 2259305 2259361 2_50000_blastdb_BX571856.fas.02250001.out 255993 256049 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
87 87.00 2259007 2259110 2_50000_blastdb_BX571856.fas.02250001.out 2591075 2590973 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
87 95.00 2258975 2259030 2_50000_blastdb_BX571856.fas.02250001.out 1096703 1096648 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
87 95.00 2258975 2259030 2_50000_blastdb_BX571856.fas.02250001.out 859704 859649 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
87 92.00 2258967 2259030 2_50000_blastdb_BX571856.fas.02250001.out 771200 771263 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
87 93.00 2259033 2259092 2_50000_blastdb_BX571856.fas.02250001.out 273443 273384 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 87.00 2259007 2259108 2_50000_blastdb_BX571856.fas.02250001.out 1821111 1821211 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 92.00 2259033 2259103 2_50000_blastdb_BX571856.fas.02250001.out 1254956 1255025 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 86.00 2294394 2294488 2_50000_blastdb_BX571856.fas.02250001.out 127234 127328 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
83 94.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 2483574 2483627 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
83 94.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1971843 1971896 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
83 91.00 2259030 2259103 2_50000_blastdb_BX571856.fas.02250001.out 780648 780720 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
83 91.00 2259034 2259103 2_50000_blastdb_BX571856.fas.02250001.out 288814 288882 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
83 94.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 165648 165595 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
81 94.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1643840 1643892 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
81 96.00 2254129 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1469131 1469179 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
81 94.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 1096599 1096651 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
81 94.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 140337 140285 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 88.00 2259361 2259440 2_50000_blastdb_BX571856.fas.02250001.out 2590867 2590788 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 88.00 2259361 2259440 2_50000_blastdb_BX571856.fas.02250001.out 2351159 2351238 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 88.00 2259361 2259440 2_50000_blastdb_BX571856.fas.02250001.out 1658602 1658681 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 88.00 2259361 2259440 2_50000_blastdb_BX571856.fas.02250001.out 1509347 1509426 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 91.00 2258967 2259030 2_50000_blastdb_BX571856.fas.02250001.out 1167306 1167369 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 88.00 2259361 2259440 2_50000_blastdb_BX571856.fas.02250001.out 817551 817472 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
79 89.00 2259030 2259105 2_50000_blastdb_BX571856.fas.02250001.out 780704 780778 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
77 90.00 2258968 2259030 2_50000_blastdb_BX571856.fas.02250001.out 1970497 1970435 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
77 90.00 2258974 2259044 2_50000_blastdb_BX571856.fas.02250001.out 1764012 1764081 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
77 87.00 2259007 2259089 2_50000_blastdb_BX571856.fas.02250001.out 1070614 1070532 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
77 86.00 2259360 2259450 2_50000_blastdb_BX571856.fas.02250001.out 771333 771423 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
75 94.00 2254124 2254177 2_50000_blastdb_BX571856.fas.02250001.out 2756156 2756208 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
75 98.00 2258989 2259030 2_50000_blastdb_BX571856.fas.02250001.out 2483665 2483624 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 92.00 2259078 2259140 2_50000_blastdb_BX571856.fas.02250001.out 2351078 2351139 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 85.00 2259150 2259242 2_50000_blastdb_BX571856.fas.02250001.out 1970700 1970608 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 85.00 2254187 2254279 2_50000_blastdb_BX571856.fas.02250001.out 1970608 1970700 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 92.00 2259078 2259140 2_50000_blastdb_BX571856.fas.02250001.out 1509266 1509327 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 86.00 2254193 2254277 2_50000_blastdb_BX571856.fas.02250001.out 1171159 1171075 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 86.00 2259152 2259236 2_50000_blastdb_BX571856.fas.02250001.out 1171075 1171159 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 92.00 2254125 2254177 2_50000_blastdb_BX571856.fas.02250001.out 654409 654357 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 92.00 2254123 2254175 2_50000_blastdb_BX571856.fas.02250001.out 256050 255998 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
71 98.00 2259101 2259140 2_50000_blastdb_BX571856.fas.02250001.out 2590926 2590887 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
71 90.00 2259030 2259089 2_50000_blastdb_BX571856.fas.02250001.out 2316733 2316674 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
71 94.00 2259393 2259440 2_50000_blastdb_BX571856.fas.02250001.out 1167470 1167517 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
71 98.00 2259101 2259140 2_50000_blastdb_BX571856.fas.02250001.out 1167380 1167419 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
69 92.00 2259179 2259229 2_50000_blastdb_BX571856.fas.02250001.out 1768441 1768391 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
69 92.00 2254200 2254250 2_50000_blastdb_BX571856.fas.02250001.out 1768391 1768441 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
67 92.00 2258979 2259028 2_50000_blastdb_BX571856.fas.02250001.out 2483731 2483682 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
67 89.00 2259254 2259315 2_50000_blastdb_BX571856.fas.02250001.out 2085296 2085235 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
67 95.00 2254129 2254170 2_50000_blastdb_BX571856.fas.02250001.out 824781 824822 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
65 92.00 2259312 2259360 2_50000_blastdb_BX571856.fas.02250001.out 2680125 2680077 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
